activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description,zip_five,grade_numeric,latitude,longitude
2016-09-26,EE0000224,11540 S HAWTHORNE BLVD STE D,HAWTHORNE,FA0043623,PANAMERICA BAKERY #2,CA,90250,B,OW0029524,"RAMIREZ, LEOPOLDO",RESTAURANT (0-30) SEATS HIGH RISK,1632,PANAMERICA BAKERY #2,ACTIVE,PR0027745,83,DA65S76FA,1,ROUTINE INSPECTION,90250,3.0,35.210352,-117.777821
2017-05-18,EE0000232,1018 E HUNTINGTON DR,DUARTE,FA0029406,HONGKONG EXPRESS HUNTINGTON,CA,91010,A,OW0021703,"LIANG, XUEPING",RESTAURANT (31-60) SEATS HIGH RISK,1635,HONGKONG EXPRESS HUNTINGTON,ACTIVE,PR0022622,95,DAXIDN0UF,1,ROUTINE INSPECTION,91010,4.0,34.1394378,-117.9839509
2017-05-08,EE0000126,4340 PACIFIC COAST HWY,TORRANCE,FA0225166,SUPER H MART,CA,90505,A,OW0229594,"H MART TORRANCE, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,SUPER H MART - KIRAKU,ACTIVE,PR0180490,92,DAIZFCKBH,1,ROUTINE INSPECTION,90505,4.0,33.8084039,-118.3599672
2016-01-20,EE0000699,3450 W 6TH ST STE 102,LOS ANGELES,FA0163709,INNODINE ENTERTAINMENT INC,CA,90020,A,OW0127264,INNODINE ENTERTAINMENT INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,INNODINE ENTERTAINMENT,INACTIVE,PR0151935,90,DABMIQL6T,1,ROUTINE INSPECTION,90020,4.0,34.063506,-118.296785
2016-04-18,EE0000578,16101 VENTURA BLVD STE 270,ENCINO,FA0065451,LARSEN'S STEAKHOUSE,CA,91436,A,OW0020785,LARSEN'S STEAKHOUSE INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,LARSEN'S STEAKHOUSE,ACTIVE,PR0023022,95,DAOARKXZV,1,ROUTINE INSPECTION,91436,4.0,34.156691,-118.4844036
2017-06-07,EE0000594,2600 S VERMONT AVE,LOS ANGELES,FA0169990,AFC SUSHI @ RALPH'S # 294,CA,90007,A,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC SUSHI @ RALPH'S # 294,ACTIVE,PR0160431,99,DABYRQQEU,1,ROUTINE INSPECTION,90007,4.0,34.03264,-118.29144
2015-09-16,EE0000822,6760 HOLLYWOOD BLVD,LOS ANGELES,FA0174942,COMBO'S NY PIZZERIA,CA,90028,B,OW0181552,COMBO'S PIZZA INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,COMBO'S NY PIZZERIA,ACTIVE,PR0168018,80,DAUBZWL8J,1,ROUTINE INSPECTION,90028,3.0,34.1014725,-118.3372005
2016-12-09,EE0000707,4151 S CENTRAL AVE,LOS ANGELES,FA0035582,LOS 3 MIGUELES MARKET,CA,90011,A,OW0015154,"HELADIO VIDAL HERNANDEZ, ET","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LOS 3 MIGUELES MARKET,ACTIVE,PR0001522,92,DAF3WFCMN,1,ROUTINE INSPECTION,90011,4.0,34.008257,-118.256592
2017-07-07,EE0000395,1420 S AZUSA AVE,WEST COVINA,FA0023989,TOKYO CENTRAL,CA,91791,A,OW0023679,MARUKAI CORPORATION,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,TOKYO CENTRAL MEAT AND SEAFOOD,ACTIVE,PR0047004,93,DASCIU77D,1,ROUTINE INSPECTION,91791,4.0,34.0396843,-117.9128036
2015-07-16,EE0000355,3000 BALDWIN PARK BLVD,BALDWIN PARK,FA0023333,FOOD 4 LESS #396,CA,91706,A,OW0012108,"FOOD 4 LESS, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,FOOD 4 LESS #396 - MEAT DEPT,ACTIVE,PR0028236,99,DAZYMZUSI,1,ROUTINE INSPECTION,91706,4.0,34.068815,-117.9790983
2015-11-24,EE0000606,8813 LAKEWOOD BLVD,DOWNEY,FA0004299,ARTHURS,CA,90240,A,OW0011660,"FAST,ARTHUR",RESTAURANT (0-30) SEATS HIGH RISK,1632,ARTHURS,ACTIVE,PR0008983,90,DAOQCJ0DP,1,ROUTINE INSPECTION,90240,4.0,33.9115914,-118.1417082
2015-11-16,EE0000798,3751 S WESTERN AVE,LOS ANGELES,FA0032434,SENORITA ABBY'S,CA,90018,A,OW0035915,TIBURCIO ANTONIO,RESTAURANT (0-30) SEATS HIGH RISK,1632,SENORITA ABBY'S,INACTIVE,PR0019401,92,DAJQPIVMN,1,ROUTINE INSPECTION,90018,4.0,34.019225,-118.308994
2016-06-24,EE0000487,1338 S GAREY AVE # #A,POMONA,FA0021592,EL TAPATIO REST & NITE CLUB,CA,91766,A,OW0031316,"SALDANA, MARTIN",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL TAPATIO REST & NITE CLUB,INACTIVE,PR0046292,96,DAFNQT0O0,1,ROUTINE INSPECTION,91766,4.0,34.0471079,-117.7496551
2016-04-21,EE0000886,400 S BALDWIN AVE # E21,ARCADIA,FA0032743,KELLEY'S KOOKIES,CA,91007,A,OW0018681,KELLEY'S KOOKIES RETAIL STOR,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,KELLEY'S KOOKIES,INACTIVE,PR0010862,97,DAZXXVUBL,1,ROUTINE INSPECTION,91007,4.0,35.127642,-117.936594
2017-04-18,EE0000947,13324 ROSECRANS AVE,NORWALK,FA0202833,SANTOS JUICE BAR,CA,90650,A,OW0208117,ALFONZO SANTAOS ROJAS,RESTAURANT (0-30) SEATS HIGH RISK,1632,SANTOS JUICE BAR,ACTIVE,PR0175124,98,DA1KOFTL0,1,ROUTINE INSPECTION,90650,4.0,33.9022592,-118.0472688
2017-06-23,EE0000745,11446 ARTESIA BLVD,ARTESIA,FA0019904,EAST WEST ICE PALACE,CA,90701,A,OW0003134,ARTESIA ICE SKATING TRNG CTR,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EAST WEST ICE PALACE,ACTIVE,PR0005566,97,DAFXGGCLE,1,ROUTINE INSPECTION,90701,4.0,33.8729034,-118.090025
2017-05-02,EE0000437,9545 3/4 E TELEGRAPH RD,PICO RIVERA,FA0046304,RESTAURANT LA MINERVA,CA,90660,A,OW0022147,"LOPEZ, BLANCA M",RESTAURANT (31-60) SEATS HIGH RISK,1635,RESTAURANT LA MINERVA,ACTIVE,PR0028651,97,DA0840648,1,ROUTINE INSPECTION,90660,4.0,33.657916,-116.238094
2016-03-21,EE0000064,2929 SANTA MONICA BLVD,SANTA MONICA,FA0054857,WINE EXPO,CA,90404,A,OW0004712,BIGLAR AND BIGGER,RESTAURANT (31-60) SEATS MODERATE RISK,1634,WINE EXPO,ACTIVE,PR0041575,96,DAT1FVWNU,1,ROUTINE INSPECTION,90404,4.0,34.0385579,-118.4678196
2016-03-27,EE0000897,505 S LONG BEACH BLVD E,COMPTON,FA0035505,SUPER WOK,CA,90221,A,OW0035969,"MARCEL MEL, ET AL",RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPER WOK,ACTIVE,PR0041938,100,DADREOLH0,1,ROUTINE INSPECTION,90221,4.0,35.336762,-119.958036
2017-05-08,EE0000045,8205 WOODMAN AVE STE 101,PANORAMA CITY,FA0038442,MANILA GOOD-HA SA PANORAMA,CA,91402,C,OW0023191,MANILA GOOD-HA SA PANORAMA I,RESTAURANT (31-60) SEATS HIGH RISK,1635,MANILA GOOD-HA SA PANORAMA,ACTIVE,PR0016672,78,DAGUDNO7B,1,ROUTINE INSPECTION,91402,2.0,34.2205797,-118.4326696
2015-07-22,EE0000747,1533 PECK RD,SOUTH EL MONTE,FA0003525,7 ELEVEN STORE 25922B,CA,91733,A,OW0025645,"NATIONAL CHRONIC FOODS, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7 ELEVEN STORE 25922B,ACTIVE,PR0043932,93,DAWX3PU0P,1,ROUTINE INSPECTION,91733,4.0,34.040113,-118.0368408
2016-09-13,EE0000742,2400 FOOTHILL BLVD STE #A,LA VERNE,FA0020373,L & L HAWAIIAN BBQ,CA,91750,A,OW0027433,PALPALLATOC ET AL,RESTAURANT (31-60) SEATS HIGH RISK,1635,L & L HAWAIIAN BBQ,ACTIVE,PR0044125,91,DA4HQVKF6,1,ROUTINE INSPECTION,91750,4.0,34.111428,-117.759849
2016-07-08,EE0000732,703 MONTANA AVE,SANTA MONICA,FA0025912,GREENS UP,CA,90402,A,OW0014112,GREENS UP LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GREENS UP,ACTIVE,PR0028768,97,DA0WEUBV9,1,ROUTINE INSPECTION,90402,4.0,34.0269862,-118.501734
2016-02-26,EE0000144,11666 NATIONAL BLVD,LOS ANGELES,FA0025809,WHOLE FOODS MARKET,CA,90064,A,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,WHOLE FOODS MARKET - BAKERY,ACTIVE,PR0001881,98,DAWUU9QMT,1,ROUTINE INSPECTION,90064,4.0,34.0224397,-118.4379298
2017-05-02,EE0000395,522 E VINE AVE # A,WEST COVINA,FA0179878,LAS CHAMPAS 23,CA,91790,A,OW0185358,JOSEFINA CRUZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,LAS CHAMPAS 23,INACTIVE,PR0173545,95,DAFTCKNRZ,1,ROUTINE INSPECTION,91790,4.0,34.0576616,-117.9356298
2016-06-03,EE0000733,6900 W MANCHESTER AVE,LOS ANGELES,FA0054412,WESTCHESTER GOLF COURSE S BA,CA,90045,A,OW0002528,AMERICAN GOLF CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,WESTCHESTER GOLF COURSE S BA,ACTIVE,PR0033097,99,DAZU7NWYG,1,ROUTINE INSPECTION,90045,4.0,33.9568206,-118.409076
2016-02-09,EE0000215,4500 W LAKESIDE DR,BURBANK,FA0021294,LAKESIDE GOLF CLUMB RESTAURA,CA,91505,A,OW0020593,LAKESIDE GOLF CLUB,RESTAURANT (61-150) SEATS HIGH RISK,1638,LAKESIDE GOLF CLUMB RESTAURA,ACTIVE,PR0006267,98,DAW0Q88NT,1,ROUTINE INSPECTION,91505,4.0,35.30023,-119.913815
2017-08-03,EE0000605,21850 OXNARD ST,WOODLAND HILLS,FA0170864,WARNER CENTER MARRIOT,CA,91367,A,OW0178190,L.A. WARNER HOTEL PARTNERS LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BAKERY WARNER CENTER MARRIOT,ACTIVE,PR0160863,100,DAMOLSJFM,1,ROUTINE INSPECTION,91367,4.0,34.1786969,-118.603642
2016-06-23,EE0000861,328 W HUNTINGTON DR,MONROVIA,FA0007993,BAJA RANCH SUPERMARKET,CA,91016,A,OW0010577,E & T FOODS,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,BAJA RANCH SUPERMARKET MEAT,ACTIVE,PR0010076,97,DAH39RDSI,1,ROUTINE INSPECTION,91016,4.0,34.1402266,-118.0058848
2015-10-07,EE0000707,3104 S MAPLE AVE,LOS ANGELES,FA0057964,BALDOMERO'S #2,CA,90011,A,OW0026930,"OROZCO, BALDOMERO L",RESTAURANT (31-60) SEATS HIGH RISK,1635,BALDOMERO'S #2,ACTIVE,PR0030191,98,DA9OCAETQ,1,ROUTINE INSPECTION,90011,4.0,33.8975369,-118.2724961
2017-02-01,EE0000503,7320 GREENLEAF AVE,WHITTIER,FA0241561,DOUBLETREE BY HILTON WHITTIER,CA,90602,A,OW0237425,GHG PROPERTIES LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,DOUBLETREE BY HILTON WHITTIER,ACTIVE,PR0190369,95,DAB2ZPEVM,1,ROUTINE INSPECTION,90602,4.0,33.9745846,-118.0366361
2017-11-28,EE0000207,2 DOLE DR,WESTLAKE VILLAGE,FA0001988,4 SEASONS MAIN KITCHEN,CA,91362,A,OW0038705,WESTLAKEWELL BEING PROP LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,4 SEASONS MAIN KITCHEN,ACTIVE,PR0047138,98,DAHFEDCUB,1,ROUTINE INSPECTION,91362,4.0,34.1504452,-118.8048112
2016-05-04,EE0000391,150 E ANGELENO AVE,BURBANK,FA0063505,HOLIDAY INN,CA,91502,A,OW0028313,"PERRY, JOE",RESTAURANT (151 + ) SEATS HIGH RISK,1641,HOLIDAY INN,ACTIVE,PR0018226,95,DA7RQBGHO,1,ROUTINE INSPECTION,91502,4.0,34.1791211,-118.3081079
2016-03-02,EE0000684,2110 CORINTH AVE,LOS ANGELES,FA0031181,JAPANESE INSTITUTE OF SAWTEL,CA,90025,A,OW0017596,JEWISH FAMILY SERVICE OF LA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,JAPANESE INSTITUTE OF SAWTEL,ACTIVE,PR0011009,98,DAL0T9NQB,1,ROUTINE INSPECTION,90025,4.0,34.0387135,-118.4427464
2015-12-07,EE0000045,8333 VAN NUYS BLVD,PANORAMA CITY,FA0067018,MIS AMIGOS MEXICAN REST,CA,91402,A,OW0024610,MIS AMIGOS MEXICAN FOOD INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MIS AMIGOS MEXICAN REST,ACTIVE,PR0009309,93,DAGG1HPGE,1,ROUTINE INSPECTION,91402,4.0,34.2226836,-118.4496195
2017-09-21,EE0000838,8788 W SUNSET BLVD,WEST HOLLYWOOD,FA0018158,THE BACK ROOM,CA,90069,A,OW0028696,"PLATA ENTERTAINMENT, LLC",RESTAURANT (61-150) SEATS LOW RISK,1636,THE BACK ROOM,ACTIVE,PR0027696,93,DABJTL7Y0,1,ROUTINE INSPECTION,90069,4.0,34.0909297,-118.3831485
2017-10-27,EE0000735,24377 MAIN ST,NEWHALL,FA0040468,WAY STATION COFFEE SHOP,CA,91321,A,OW0005323,"BRONSTRUP, JERI",RESTAURANT (31-60) SEATS HIGH RISK,1635,WAY STATION COFFEE SHOP,ACTIVE,PR0025452,95,DADACLMKH,1,ROUTINE INSPECTION,91321,4.0,34.380143,-118.5290983
2017-03-14,EE0000188,8450 E VALLEY BLVD STE #121,ROSEMEAD,FA0002450,888 SEAFOOD RESTAURANT,CA,91770,A,OW0007236,CHAUR JOW INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,888 SEAFOOD RESTAURANT,ACTIVE,PR0035510,92,DAGLQCTHX,1,ROUTINE INSPECTION,91770,4.0,34.0803273,-118.0868615
2016-10-14,EE0000733,8806 S SEPULVEDA BLVD,LOS ANGELES,FA0177701,LAROCCO'S,CA,90045,A,OW0183608,"FLK INVESTMENT, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,LAROCCO'S,ACTIVE,PR0170746,95,DA4GDQZZ5,1,ROUTINE INSPECTION,90045,4.0,33.955767,-118.396378
2017-08-08,EE0000242,5700 ROSEMEAD BLVD # 102,TEMPLE CITY,FA0239031,TEA STATION EXPRESS,CA,91780,A,OW0035169,TEA HUT INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TEA STATION EXPRESS,ACTIVE,PR0186977,97,DAN0465KG,1,ROUTINE INSPECTION,91780,4.0,34.1054528,-118.0737303
2017-11-30,EE0000821,736 E VALLEY BLVD,ALHAMBRA,FA0016454,HAPPY HARBOR CUISINE,CA,91801,B,OW0014802,"HAPPY HARBOR CUISINE, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,HAPPY HARBOR CUISINE,ACTIVE,PR0046317,85,DAKZVN0PY,1,ROUTINE INSPECTION,91801,3.0,34.0752498,-118.1607166
2016-11-01,EE0000605,6600 TPNG CYN BLVD UNIT 1030A,CANOGA PARK,FA0062780,GODIVA CHOCOLATIER,CA,91303,A,OW0013449,GODIVA CHOCOLATIER INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,GODIVA CHOCOLATIER,ACTIVE,PR0006076,93,DAN7MIH0K,1,ROUTINE INSPECTION,91303,4.0,35.210352,-117.777821
2015-10-27,EE0000946,762 S VERMONT AVE,LOS ANGELES,FA0065508,LATINOS 99~ DISCOUNT STORE,CA,90005,A,OW0012042,"FLORES, MARIA M","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LATINOS 99~ DISCOUNT STORE,ACTIVE,PR0005449,91,DAJDPXZLR,1,ROUTINE INSPECTION,90005,4.0,34.0582682,-118.2915291
2015-09-24,EE0000693,7161 LINDLEY AVE # 100,RESEDA,FA0011927,CAFE DONUTS,CA,91335,A,OW0007855,"CHONG, PAUL H",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAFE DONUTS,ACTIVE,PR0046774,90,DAIQXMTXD,1,ROUTINE INSPECTION,91335,4.0,34.2003203,-118.5274152
2016-01-11,EE0000732,3360 OCEAN PARK BLVD,SANTA MONICA,FA0021503,EL TORITO RESTAURANT,CA,90405,A,OW0030318,RM EL TORITO LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,EL TORITO RESTAURANT,ACTIVE,PR0016557,98,DAXQV8QBA,1,ROUTINE INSPECTION,90405,4.0,34.0227822,-118.4491286
2016-08-09,EE0000210,6309 LANKERSHIM BLVD,NORTH HOLLYWOOD,FA0039674,MCDONALD'S # 10997,CA,91606,A,OW0030909,RRH LANKERSHIM INC.,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S # 10997,ACTIVE,PR0023329,94,DADMCUP0W,1,ROUTINE INSPECTION,91606,4.0,34.185116,-118.387169
2016-06-28,EE0000897,8830 ROSECRANS AVE,DOWNEY,FA0224659,SUNSHINE MARKET,CA,90242-5238,A,OW0229177,PALVINDER SINGH,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,SUNSHINE MARKET,ACTIVE,PR0179916,95,DAQWZW7YT,1,ROUTINE INSPECTION,90242,4.0,33.9035504,-118.1448856
2015-08-04,EE0000526,8530 RESEDA BLVD,NORTHRIDGE,FA0060503,CVS/PHARMACY,CA,91324,A,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,CVS PHARMACY,ACTIVE,PR0029106,94,DAPSTIS0B,1,ROUTINE INSPECTION,91324,4.0,34.225637,-118.535981
2015-09-22,EE0000593,16815 DEVONSHIRE ST,GRANADA HILLS,FA0059210,CARL'S JR,CA,91344,A,OW0032187,"SENIOR CLASSIC LEASING, LLC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,CARL'S JR,ACTIVE,PR0028948,96,DAPM0KZ4T,1,ROUTINE INSPECTION,91344,4.0,34.257795,-118.4986489
2016-03-04,EE0000740,104 E 8TH ST,LOS ANGELES,FA0029500,IRIS MINI MART,CA,90014,A,OW0006445,"CASTANEDA, JUAN DE JESUS","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,IRIS MINI MART,ACTIVE,PR0001826,97,DALED0DUX,1,ROUTINE INSPECTION,90014,4.0,34.042503,-118.253069
2016-01-28,EE0000826,20922 ROSCOE BLVD,CANOGA PARK,FA0029511,ISLAND PACIFIC SEAFOOD/MEAT,CA,91304,A,OW0006044,CANOGA SUPERMARKET INC.,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,ISLAND PACIFIC SUPERMARKET,ACTIVE,PR0017952,90,DAO00AVR0,1,ROUTINE INSPECTION,91304,4.0,35.214473,-117.777015
2017-01-11,EE0000531,3059 W 8TH ST,LOS ANGELES,FA0020426,EL AMANECER SALVADORENO,CA,90005,A,OW0010793,"EL AMANECER SALVADORENO, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,EL AMANECER SALVADORENO,ACTIVE,PR0043674,90,DAQEFDWUJ,1,ROUTINE INSPECTION,90005,4.0,34.0578271,-118.2933273
2016-09-27,EE0000721,229 W 7TH ST,LOS ANGELES,FA0167739,CIRCLE K MARKET,CA,90014,A,OW0130715,BROADWAY RESTAURANTS INC.,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,CIRCLE K MARKET,ACTIVE,PR0158123,96,DA6Y1Z8BO,1,ROUTINE INSPECTION,90014,4.0,34.0449001,-118.253359
2016-07-20,EE0000926,901 INGLEWOOD AVE,REDONDO BEACH,FA0019827,KENS LIQUOR & WINES,CA,90278,A,OW0018560,KAUR CHARANJIT,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,KENS LIQUOR & WINES,INACTIVE,PR0022666,98,DARGM0VV1,1,ROUTINE INSPECTION,90278,4.0,33.862546,-118.36128
2015-08-19,EE0001021,11758 S WILMINGTON AVE,LOS ANGELES,FA0036006,TACO BELL #4554,CA,90059,A,OW0027407,PALO VERDE INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,TACO BELL #4554,INACTIVE,PR0012115,96,DAWDOWUSA,1,ROUTINE INSPECTION,90059,4.0,33.9382493,-118.239035
2016-10-18,EE0000594,3015 S FIGUEROA ST,LOS ANGELES,FA0038790,TUTTI FRUTTI,CA,90007,A,OW0002850,APOLON INC,RESTAURANT (0-30) SEATS LOW RISK,1630,TUTTI FRUTTI,INACTIVE,PR0012440,96,DANWLVVM9,1,ROUTINE INSPECTION,90007,4.0,34.024631,-118.2783595
2016-09-27,EE0000486,202 BERTH # A,WILMINGTON,FA0167481,MARINA CAFE,CA,90744,A,OW0130513,SHERI ROSE HADJIS,RESTAURANT (0-30) SEATS HIGH RISK,1632,MARINA CAFE,ACTIVE,PR0157849,90,DARD2OBNO,1,ROUTINE INSPECTION,90744,4.0,33.7707866,-118.2733749
2017-12-13,EE0000605,21415 VANOWEN ST,CANOGA PARK,FA0019640,DRAGON KING,CA,91303,A,OW0025869,NEW KING INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,DRAGON KING,ACTIVE,PR0035150,96,DAUQGWFUU,1,ROUTINE INSPECTION,91303,4.0,34.194086,-118.5984135
2016-03-04,EE0000093,7843 LANKERSHIM BLVD,NORTH HOLLYWOOD,FA0151121,LA FAMILY HOUSING KITCHEN,CA,91605-2523,A,OW0116848,LA FAMILY HOUSING CORPORATION,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LA FAMILY HOUSING KITCHEN,ACTIVE,PR0136506,99,DAOZNRPIB,1,ROUTINE INSPECTION,91605,4.0,34.1726676,-118.3793227
2015-12-16,EE0000360,420 ORD ST,LOS ANGELES,FA0172331,SUNLAKE BBQ DIMSUM,CA,90012,B,OW0179362,DAOZHANG FENG,RESTAURANT (0-30) SEATS HIGH RISK,1632,SUNLAKE BBQ DIMSUM,ACTIVE,PR0164876,81,DAXWMBCFK,1,ROUTINE INSPECTION,90012,3.0,34.0603743,-118.2396662
2016-07-26,EE0000955,8448 LINCOLN BLVD,LOS ANGELES,FA0006372,BRISTOL FARMS #2304DELL-CAFE,CA,90045,A,OW0005296,BRISTOL FARMS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BRISTOL FARMS-PEETS COFFEE,ACTIVE,PR0032892,98,DAUTBAIB5,1,ROUTINE INSPECTION,90045,4.0,33.960931,-118.4204271
2016-05-23,EE0000593,18060 CHATSWORTH ST,GRANADA HILLS,FA0156548,ORCHARD SUPPLY HARDWARE,CA,91344,A,OW0026863,"ORCHARD SUPPLY HARDWARE, LLC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,ORCHARD SUPPLY HARDWARE,ACTIVE,PR0144218,94,DAMOYA6A4,1,ROUTINE INSPECTION,91344,4.0,34.2646678,-118.5254507
2016-06-20,EE0000018,15000 CRENSHAW BLVD,GARDENA,FA0164605,SUPERIOR GROCERS #142,CA,90249-3647,A,OW0034460,"SUPER CENTER CONCEPTS, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BAKERY DEPT,ACTIVE,PR0152892,97,DARDRD0IZ,1,ROUTINE INSPECTION,90249,4.0,33.9086338,-118.3264558
2017-02-15,EE0000464,16918 SATICOY ST,VAN NUYS,FA0041347,HEARTS COFFEE SHOP,CA,91406,A,OW0039174,"WONG,YUK SIU AND",RESTAURANT (31-60) SEATS HIGH RISK,1635,HEARTS COFFEE SHOP,ACTIVE,PR0041467,91,DA0Z0S8IF,1,ROUTINE INSPECTION,91406,4.0,34.2084608,-118.4558038
2016-01-29,EE0000697,3800 BARHAM BLVD # 106,LOS ANGELES,FA0163486,BARHAM DELI,CA,90068,A,OW0127086,KARINE KELESHYAN,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BARHAM DELI,INACTIVE,PR0151705,91,DANEXLJLI,1,ROUTINE INSPECTION,90068,4.0,34.1327122,-118.3441654
2017-01-10,EE0000746,6645 N FIGUEROA ST,LOS ANGELES,FA0065251,LA PERLA BAKERY,CA,90042,A,OW0013747,"GONZALEZ, MANUEL",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA PERLA BAKERY,ACTIVE,PR0022192,93,DA0LPVHUM,1,ROUTINE INSPECTION,90042,4.0,34.1230164,-118.1851569
2016-10-12,EE0000221,13550 PAXTON ST,PACOIMA,FA0010042,COSTCO WHOLESALE # 1071,CA,91331,A,OW0008881,COSTCO WHOLESALE CORPORATION,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,COSTCO #1071 MEAT DEPT.,ACTIVE,PR0046149,95,DANRWZOPD,1,ROUTINE INSPECTION,91331,4.0,34.2719292,-118.4267656
2015-10-06,EE0000520,21857 VENTURA BLVD,WOODLAND HILLS,FA0064305,JERRY'S FAMOUS DELI,CA,91364,A,OW0017575,"STARKMAN, ISAAC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,JERRY'S FAMOUS DELI,INACTIVE,PR0047326,93,DAFWSCXVC,1,ROUTINE INSPECTION,91364,4.0,34.1685064,-118.6032245
2015-10-20,EE0000911,1066 GAYLEY AVE,LOS ANGELES,FA0034017,LAMONICA'S N.Y. PIZZA,CA,90024,A,OW0020676,"LAMONICA, JOHN",RESTAURANT (31-60) SEATS MODERATE RISK,1634,LAMONICA'S N.Y. PIZZA,ACTIVE,PR0013976,90,DATIAK9V0,1,ROUTINE INSPECTION,90024,4.0,34.0608852,-118.446841
2017-10-24,EE0000011,16830 S F MISSION BLVD,GRANADA HILLS,FA0053925,VONS MARKET #2250,CA,91344,A,OW0038181,THE VONS COMPANIES INC.,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,VONS BAKERY #2250,ACTIVE,PR0025456,98,DA93RTWPK,1,ROUTINE INSPECTION,91344,4.0,33.72686,-116.294465
2016-02-16,EE0000214,4319 WOODMAN AVE,SHERMAN OAKS,FA0047124,SANTINO'S N Y PIZZA,CA,91423,A,OW0031759,SANTINO'S INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SANTINO'S N Y PIZZA,ACTIVE,PR0013294,92,DA0ODFK05,1,ROUTINE INSPECTION,91423,4.0,35.210352,-117.777821
2016-12-16,EE0000545,24130 VALENCIA BLVD,VALENCIA,FA0054689,WHOLE FOODS MARKET,CA,91355,A,OW0038850,"WHOLE FOODS MARKET, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,WHOLE FOODS MEAT DEPARTMENT,ACTIVE,PR0041634,99,DAGVCUCEE,1,ROUTINE INSPECTION,91355,4.0,34.4125207,-118.555961
2015-11-17,EE0000492,2824 FOOTHILL BLVD,LA CRESCENTA,FA0141254,HARMONY FARMS,CA,91214-3401,A,OW0104377,"HF MEATS, INC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,HARMONY FARMS - MKT RETAIL,ACTIVE,PR0172792,99,DA0467080,1,ROUTINE INSPECTION,91214,4.0,34.2243794,-118.2404961
